order_id,customer_id,order_date,product_id,quantity,unit_price,total_amount,order_status,payment_date
36925,8109,2024-12-06,357,2,150.55,301.10,Cancelled,
36926,1003,2023-09-09,453,3,151.95,455.85,Pending,
36927,3718,2025-11-30,152,4,46.02,184.08,Pending,
36928,6823,2024-08-17,48,3,139.50,418.50,Completed,2024-08-26
36929,9476,2025-01-16,26,5,59.75,298.75,Pending,
36930,4926,2023-09-26,168,3,1.11,3.33,Completed,2023-10-08
36931,8111,2024-12-01,26,5,61.10,305.50,Pending,
36932,5932,2024-07-30,243,2,35.24,70.48,Pending,
36933,8713,2024-08-09,302,3,107.86,323.58,Completed,2024-08-11
36934,1115,2024-01-05,331,1,102.48,102.48,Pending,
36935,5196,2023-05-08,131,2,195.21,390.42,Pending,
36936,566,2025-06-22,460,4,44.00,176.00,Pending,
36937,1249,2023-07-17,249,1,58.07,58.07,Cancelled,
36938,8693,2023-09-13,388,2,11.00,22.00,Cancelled,
36939,2372,2024-05-27,215,4,99.31,397.24,Pending,
36940,4874,2024-09-23,161,3,78.83,236.49,Completed,2024-09-28
36941,2736,2024-08-04,499,3,199.66,598.98,Pending,
36942,3426,2024-04-07,121,3,147.03,441.09,Cancelled,
36943,9871,2023-09-16,459,2,9.77,19.54,Completed,2023-09-18
36944,3378,2024-01-05,450,3,187.40,562.20,Cancelled,
36945,1880,2025-10-03,469,3,194.08,582.24,Cancelled,
36946,3890,2023-08-16,104,2,189.57,379.14,Completed,2023-08-22
36947,2308,2023-01-14,272,2,5.15,10.30,Completed,2023-01-15
36948,6322,2024-10-13,22,5,139.89,699.45,Completed,2024-10-14
36949,8729,2024-01-08,191,4,56.73,226.92,Completed,2024-01-09
36950,3901,2024-07-31,257,2,186.04,372.08,Completed,2024-08-01
36951,9010,2025-05-04,8,1,40.50,40.50,Pending,
36952,9473,2025-08-24,228,3,48.03,144.09,Completed,2025-09-01
36953,6139,2024-03-09,209,2,190.66,381.32,Cancelled,
36954,3672,2023-07-22,255,1,190.69,190.69,Pending,
36955,9028,2024-08-10,406,1,57.57,57.57,Pending,
36956,4777,2023-12-18,71,2,142.79,285.58,Completed,2023-12-26
36957,89,2025-02-15,270,4,194.48,777.92,Pending,
36958,2121,2023-01-21,343,5,44.51,222.55,Completed,2023-01-29
36959,9194,2025-02-25,380,4,41.65,166.60,Pending,
36960,3816,2024-09-02,78,4,90.55,362.20,Cancelled,
36961,6820,2024-02-23,99,5,10.61,53.05,Pending,
36962,4499,2025-08-14,407,2,141.57,283.14,Completed,2025-08-18
36963,4541,2024-01-22,231,3,135.46,406.38,Pending,
36964,3049,2024-02-16,10,4,107.25,429.00,Pending,
36965,3934,2024-12-14,288,4,97.20,388.80,Completed,2024-12-22
36966,3072,2024-07-20,87,1,64.74,64.74,Completed,2024-07-28
36967,1831,2024-03-11,274,4,74.62,298.48,Cancelled,
36968,2596,2023-06-16,437,3,72.69,218.07,Completed,2023-06-21
36969,4442,2024-04-25,351,2,33.68,67.36,Pending,
36970,2118,2024-11-22,237,5,122.48,612.40,Cancelled,
36971,4166,2025-02-25,88,3,2.96,8.88,Cancelled,
36972,3064,2025-01-17,213,1,129.42,129.42,Pending,
36973,2913,2024-01-25,327,3,31.36,94.08,Pending,
36974,5689,2024-04-26,476,3,40.46,121.38,Completed,2024-05-04
36975,4695,2025-07-17,422,4,81.40,325.60,Completed,2025-07-22
36976,7363,2023-02-15,219,1,19.33,19.33,Completed,2023-02-22
36977,5726,2024-09-19,177,1,144.25,144.25,Cancelled,
36978,2065,2023-05-29,258,1,35.13,35.13,Pending,
36979,586,2024-11-09,102,5,147.64,738.20,Completed,2024-11-19
36980,2857,2023-11-12,427,2,55.20,110.40,Cancelled,
36981,6731,2023-06-07,284,3,57.96,173.88,Pending,
36982,4644,2023-08-26,257,5,163.31,816.55,Pending,
36983,9641,2023-11-01,107,4,149.92,599.68,Cancelled,
36984,8558,2023-06-20,369,4,153.26,613.04,Pending,
36985,6113,2023-11-10,171,5,167.13,835.65,Pending,
36986,7551,2023-06-03,52,2,166.82,333.64,Pending,
36987,8965,2025-02-27,2,4,133.42,533.68,Completed,2025-03-11
36988,2884,2025-01-23,24,2,93.66,187.32,Pending,
36989,2566,2023-03-04,306,1,20.38,20.38,Pending,
36990,2851,2025-10-04,373,5,140.13,700.65,Pending,
36991,5672,2023-09-05,422,3,105.60,316.80,Cancelled,
36992,988,2023-07-13,339,4,56.86,227.44,Pending,
36993,8111,2024-03-22,500,5,187.04,935.20,Cancelled,
36994,821,2024-11-18,171,2,6.12,12.24,Cancelled,
36995,7613,2025-09-12,441,1,14.97,14.97,Pending,
36996,5450,2023-04-16,42,5,162.44,812.20,Completed,2023-04-21
36997,9981,2024-07-23,457,5,29.22,146.10,Cancelled,
36998,9515,2024-02-14,35,1,153.69,153.69,Completed,2024-02-25
36999,8613,2024-10-24,128,5,197.76,988.80,Pending,
37000,3873,2023-01-04,275,2,154.91,309.82,Completed,2023-01-05
37001,8451,2023-10-23,382,3,23.78,71.34,Completed,2023-11-03
37002,165,2025-05-21,67,4,71.92,287.68,Completed,2025-05-26
37003,1331,2023-12-22,434,5,25.16,125.80,Pending,
37004,8128,2023-03-26,202,5,87.54,437.70,Completed,2023-04-08
37005,4047,2023-11-28,381,3,6.77,20.31,Pending,
37006,4491,2023-03-26,211,1,30.56,30.56,Cancelled,
37007,9019,2025-05-09,457,5,78.16,390.80,Pending,
37008,2823,2025-11-17,171,1,42.49,42.49,Pending,
37009,8517,2025-03-27,320,4,155.37,621.48,Cancelled,
37010,283,2025-09-26,126,3,21.95,65.85,Completed,2025-10-08
37011,8306,2023-02-07,126,2,132.64,265.28,Completed,2023-02-12
37012,2078,2023-08-28,477,1,41.05,41.05,Completed,2023-09-10
37013,158,2023-12-23,489,5,118.30,591.50,Completed,2023-12-31
37014,3805,2023-09-16,350,5,185.20,926.00,Cancelled,
37015,8990,2023-06-04,296,3,163.56,490.68,Pending,
37016,2259,2025-12-02,325,5,168.72,843.60,Completed,2025-12-08
37017,1933,2025-08-21,194,5,163.16,815.80,Pending,
37018,2215,2025-03-06,404,4,147.25,589.00,Completed,2025-03-10
37019,7930,2025-12-29,405,3,185.28,555.84,Pending,
37020,1236,2023-05-28,30,2,94.24,188.48,Completed,2023-05-29
37021,1049,2023-05-20,274,1,178.09,178.09,Completed,2023-06-03
37022,6261,2024-12-11,278,5,2.14,10.70,Pending,
37023,9939,2023-02-08,139,5,51.89,259.45,Cancelled,
37024,4841,2024-10-03,353,4,2.86,11.44,Cancelled,
37025,4692,2025-10-13,330,5,97.30,486.50,Cancelled,
37026,6573,2024-08-26,45,5,9.99,49.95,Cancelled,
37027,6562,2024-10-28,331,4,179.19,716.76,Cancelled,
37028,3591,2023-03-01,376,1,197.27,197.27,Pending,
37029,8154,2025-02-18,274,4,154.82,619.28,Pending,
37030,518,2024-11-02,315,3,58.91,176.73,Completed,2024-11-14
37031,612,2025-07-08,21,5,22.54,112.70,Completed,2025-07-18
37032,6360,2023-11-05,78,2,144.67,289.34,Pending,
37033,1496,2025-05-02,245,1,77.31,77.31,Completed,2025-05-06
37034,5579,2025-03-17,427,4,142.76,571.04,Pending,
37035,3035,2024-02-25,309,1,177.09,177.09,Pending,
37036,1304,2024-04-13,417,1,38.97,38.97,Pending,
37037,6272,2023-07-12,280,2,66.70,133.40,Completed,2023-07-26
37038,5127,2025-07-18,59,4,48.35,193.40,Completed,2025-07-25
37039,3151,2024-07-24,207,3,89.29,267.87,Cancelled,
37040,8103,2025-11-15,165,2,21.23,42.46,Cancelled,
37041,2824,2024-11-27,318,5,132.27,661.35,Pending,
37042,5826,2024-03-17,438,1,90.36,90.36,Pending,
37043,9392,2023-11-19,186,5,190.43,952.15,Completed,2023-11-22
37044,1739,2025-05-20,300,1,85.24,85.24,Cancelled,
37045,4337,2024-07-21,248,1,197.67,197.67,Pending,
37046,7000,2024-12-11,67,2,5.69,11.38,Cancelled,
37047,4213,2024-01-05,320,4,3.88,15.52,Cancelled,
37048,8587,2023-07-28,302,4,150.04,600.16,Cancelled,
37049,7339,2025-05-30,60,4,156.67,626.68,Cancelled,
37050,1197,2023-05-11,244,2,58.81,117.62,Pending,
37051,3707,2024-12-05,56,5,101.19,505.95,Cancelled,
37052,814,2023-12-23,437,5,2.60,13.00,Cancelled,
37053,4049,2023-10-01,8,3,44.11,132.33,Pending,
37054,5930,2025-09-15,235,1,157.25,157.25,Completed,2025-09-15
37055,195,2025-06-03,204,2,97.12,194.24,Completed,2025-06-15
37056,6161,2025-10-29,196,4,58.58,234.32,Completed,2025-11-03
37057,4092,2025-11-16,216,1,199.09,199.09,Completed,2025-11-19
37058,3913,2025-11-04,357,4,66.56,266.24,Cancelled,
37059,3529,2023-04-27,130,1,14.70,14.70,Completed,2023-05-08
37060,1270,2023-11-01,365,4,35.43,141.72,Pending,
37061,2827,2025-08-20,416,4,158.97,635.88,Completed,2025-08-24
37062,6896,2024-05-10,240,1,20.97,20.97,Completed,2024-05-20
37063,4236,2025-08-09,14,5,199.42,997.10,Cancelled,
37064,3084,2023-09-24,296,4,40.50,162.00,Pending,
37065,3442,2024-04-01,301,4,64.13,256.52,Cancelled,
37066,8028,2025-11-15,256,2,113.75,227.50,Completed,2025-11-22
37067,2498,2024-04-23,88,3,9.51,28.53,Cancelled,
37068,4361,2025-11-08,20,2,42.17,84.34,Cancelled,
37069,1527,2025-01-15,327,4,161.39,645.56,Completed,2025-01-23
37070,5086,2023-12-06,139,5,26.69,133.45,Pending,
37071,8737,2024-12-04,405,4,160.81,643.24,Cancelled,
37072,4566,2025-08-19,493,4,30.43,121.72,Pending,
37073,4591,2024-03-10,459,2,26.59,53.18,Pending,
37074,2384,2024-04-21,153,1,138.06,138.06,Completed,2024-05-03
37075,5260,2024-09-12,259,2,118.34,236.68,Cancelled,
37076,3027,2025-08-21,222,5,133.53,667.65,Cancelled,
37077,7179,2025-06-23,311,1,194.32,194.32,Completed,2025-06-24
37078,9362,2024-03-29,147,5,80.63,403.15,Cancelled,
37079,4308,2023-09-16,493,4,122.33,489.32,Cancelled,
37080,1956,2023-04-30,202,4,85.55,342.20,Pending,
37081,9075,2024-08-16,19,1,58.18,58.18,Pending,
37082,3606,2024-11-26,380,1,108.66,108.66,Completed,2024-11-26
37083,1311,2024-02-25,50,1,87.68,87.68,Cancelled,
37084,7157,2023-04-27,93,2,81.98,163.96,Pending,
37085,5611,2023-06-09,198,5,58.33,291.65,Pending,
37086,7165,2023-08-30,327,3,118.74,356.22,Cancelled,
37087,313,2025-01-16,98,4,94.33,377.32,Pending,
37088,6333,2023-09-30,118,5,174.04,870.20,Cancelled,
37089,6721,2023-07-09,71,5,94.73,473.65,Pending,
37090,2573,2023-11-06,317,2,196.87,393.74,Pending,
37091,7988,2025-02-18,460,3,90.52,271.56,Completed,2025-03-02
37092,7758,2025-06-25,94,4,67.24,268.96,Cancelled,
37093,6394,2024-10-09,443,2,103.78,207.56,Cancelled,
37094,7801,2025-05-21,479,2,176.95,353.90,Pending,
37095,6095,2024-11-06,18,4,33.58,134.32,Cancelled,
37096,1394,2023-01-27,483,4,4.19,16.76,Completed,2023-02-05
37097,3470,2023-08-18,141,1,145.51,145.51,Pending,
37098,4953,2023-04-19,308,5,135.42,677.10,Cancelled,
37099,1499,2024-12-30,481,1,58.34,58.34,Completed,2024-12-30
37100,3479,2024-03-17,322,5,33.30,166.50,Cancelled,
37101,51,2023-07-15,78,2,184.47,368.94,Cancelled,
37102,7746,2025-12-18,482,1,188.20,188.20,Pending,
37103,798,2023-05-23,131,3,92.07,276.21,Pending,
37104,8404,2025-12-17,252,3,186.51,559.53,Pending,
37105,4335,2023-03-23,159,4,146.76,587.04,Completed,2023-04-02
37106,4019,2024-03-22,447,3,66.59,199.77,Completed,2024-04-01
37107,9541,2023-10-26,342,3,43.39,130.17,Cancelled,
37108,93,2024-10-16,195,5,36.01,180.05,Completed,2024-10-21
37109,3037,2023-04-26,206,1,63.31,63.31,Completed,2023-04-28
37110,9934,2024-06-12,340,4,95.89,383.56,Completed,2024-06-24
37111,391,2025-12-01,296,1,158.08,158.08,Cancelled,
37112,5649,2025-01-14,484,1,33.34,33.34,Pending,
37113,5810,2025-04-15,175,1,79.27,79.27,Completed,2025-04-21
37114,479,2025-06-15,499,4,191.98,767.92,Pending,
37115,6144,2023-01-06,236,5,34.34,171.70,Completed,2023-01-14
37116,4268,2025-08-21,128,2,79.92,159.84,Pending,
37117,8397,2024-09-13,232,5,108.46,542.30,Completed,2024-09-16
37118,658,2023-03-26,114,3,141.22,423.66,Cancelled,
37119,5202,2024-05-28,227,4,10.46,41.84,Completed,2024-06-01
37120,9983,2023-05-15,169,5,51.29,256.45,Completed,2023-05-27
37121,9482,2025-10-25,347,5,17.64,88.20,Cancelled,
37122,8441,2023-05-26,382,4,142.79,571.16,Cancelled,
37123,6565,2025-03-06,378,3,92.90,278.70,Cancelled,
37124,4409,2025-11-18,122,3,39.29,117.87,Completed,2025-12-02
37125,118,2023-05-20,253,5,197.96,989.80,Pending,
37126,4251,2024-07-14,323,2,29.15,58.30,Cancelled,
37127,7344,2023-11-08,248,3,73.83,221.49,Cancelled,
37128,6133,2025-05-11,430,1,75.65,75.65,Pending,
37129,1545,2025-08-02,169,3,135.04,405.12,Completed,2025-08-08
37130,666,2025-10-22,21,1,144.07,144.07,Cancelled,
37131,6584,2025-01-30,261,3,113.00,339.00,Completed,2025-02-08
37132,1741,2025-11-23,189,2,122.19,244.38,Cancelled,
37133,4832,2025-08-15,378,1,132.64,132.64,Completed,2025-08-17
37134,8519,2025-01-28,199,2,68.89,137.78,Cancelled,
37135,4949,2024-10-20,213,3,171.14,513.42,Pending,
37136,6209,2023-08-16,407,4,133.58,534.32,Pending,
37137,3740,2023-10-28,233,4,76.99,307.96,Pending,
37138,1505,2024-07-08,212,2,81.59,163.18,Completed,2024-07-08
37139,210,2023-11-30,89,5,120.83,604.15,Pending,
37140,8597,2023-05-26,214,5,173.37,866.85,Completed,2023-06-02
37141,7659,2025-03-23,76,5,147.30,736.50,Pending,
37142,7517,2023-02-04,53,5,1.60,8.00,Completed,2023-02-09
37143,3188,2024-12-09,343,4,141.18,564.72,Completed,2024-12-21
37144,4900,2024-07-25,465,2,168.93,337.86,Pending,
37145,3667,2023-03-21,274,3,2.54,7.62,Pending,
37146,7303,2024-12-22,395,1,167.22,167.22,Pending,
37147,6711,2023-08-06,293,4,76.86,307.44,Completed,2023-08-10
37148,9036,2024-01-04,370,3,134.34,403.02,Cancelled,
37149,1015,2025-04-28,38,3,120.80,362.40,Completed,2025-05-08
37150,458,2024-08-30,243,2,137.47,274.94,Cancelled,
37151,1196,2024-10-14,353,4,87.20,348.80,Cancelled,
37152,8300,2023-01-05,319,4,197.02,788.08,Cancelled,
37153,7971,2024-10-29,487,5,46.02,230.10,Pending,
37154,7931,2025-09-01,335,5,127.28,636.40,Cancelled,
37155,397,2024-03-03,187,4,191.48,765.92,Completed,2024-03-09
37156,4525,2025-01-26,265,5,84.98,424.90,Pending,
37157,5614,2024-04-04,289,4,173.43,693.72,Completed,2024-04-16
37158,2339,2025-09-13,348,1,184.30,184.30,Completed,2025-09-17
37159,99,2024-08-22,18,4,172.06,688.24,Cancelled,
37160,7407,2025-11-09,63,3,13.66,40.98,Pending,
37161,4880,2024-05-11,349,4,52.19,208.76,Cancelled,
37162,4675,2024-07-15,469,2,111.96,223.92,Pending,
37163,350,2024-05-22,116,2,43.53,87.06,Pending,
37164,6684,2023-05-29,460,2,89.07,178.14,Pending,
37165,6233,2024-06-01,292,4,176.83,707.32,Cancelled,
37166,4301,2024-09-14,187,4,124.92,499.68,Completed,2024-09-28
37167,3097,2024-04-20,341,2,110.81,221.62,Pending,
37168,3958,2025-11-02,380,2,143.78,287.56,Cancelled,
37169,4012,2024-11-08,118,5,23.57,117.85,Completed,2024-11-18
37170,4318,2024-04-09,459,5,2.66,13.30,Cancelled,
37171,1610,2024-06-10,436,2,141.82,283.64,Completed,2024-06-12
37172,34,2024-06-27,116,5,35.49,177.45,Completed,2024-07-10
37173,5039,2024-09-09,440,1,139.75,139.75,Completed,2024-09-17
37174,6244,2025-02-08,300,4,91.46,365.84,Cancelled,
37175,791,2023-08-14,306,5,61.05,305.25,Completed,2023-08-23
37176,978,2024-09-13,100,3,104.71,314.13,Pending,
37177,6203,2023-02-27,480,1,41.77,41.77,Cancelled,
37178,660,2024-06-06,174,2,80.49,160.98,Pending,
37179,6925,2025-04-01,443,4,19.39,77.56,Cancelled,
37180,158,2024-09-12,251,1,142.56,142.56,Pending,
37181,1188,2025-03-20,254,4,159.04,636.16,Pending,
37182,7906,2025-04-17,233,3,76.84,230.52,Pending,
37183,9294,2025-08-11,87,5,14.31,71.55,Pending,
37184,8636,2023-10-16,425,4,64.71,258.84,Cancelled,
37185,7930,2024-01-11,232,5,152.42,762.10,Cancelled,
37186,6262,2025-12-28,444,3,6.75,20.25,Pending,
37187,5673,2024-07-06,462,3,147.29,441.87,Completed,2024-07-09
37188,3249,2024-01-24,306,4,59.53,238.12,Cancelled,
37189,5595,2024-11-21,211,2,151.41,302.82,Cancelled,
37190,51,2025-03-14,82,3,62.86,188.58,Pending,
37191,7348,2024-01-01,383,3,16.86,50.58,Completed,2024-01-11
37192,3053,2025-05-13,283,5,108.91,544.55,Pending,
37193,7601,2023-03-14,359,1,170.82,170.82,Completed,2023-03-16
37194,2341,2025-02-14,237,5,34.38,171.90,Pending,
37195,5951,2024-06-15,214,5,60.29,301.45,Pending,
37196,716,2024-03-30,257,3,139.78,419.34,Completed,2024-04-03
37197,5902,2023-12-02,30,2,61.33,122.66,Pending,
37198,9350,2023-01-08,427,5,146.57,732.85,Pending,
37199,1806,2023-07-07,337,4,39.95,159.80,Completed,2023-07-16
37200,1968,2025-10-17,14,3,148.04,444.12,Completed,2025-10-23
37201,4028,2024-06-26,381,1,69.80,69.80,Completed,2024-07-01
37202,7688,2025-05-29,301,3,117.65,352.95,Pending,
37203,2099,2024-01-11,135,5,17.58,87.90,Completed,2024-01-20
37204,4488,2025-05-02,25,5,156.08,780.40,Completed,2025-05-07
37205,4623,2023-10-08,172,5,39.12,195.60,Pending,
37206,2252,2025-04-11,17,3,66.07,198.21,Cancelled,
37207,7609,2025-11-11,269,1,104.68,104.68,Cancelled,
37208,3833,2025-12-07,283,4,55.69,222.76,Cancelled,
37209,7984,2023-12-11,346,3,46.20,138.60,Completed,2023-12-16
37210,4573,2023-01-15,358,3,61.96,185.88,Cancelled,
37211,6100,2023-08-12,304,3,153.63,460.89,Completed,2023-08-18
37212,167,2025-11-27,259,2,199.77,399.54,Pending,
37213,4049,2024-10-16,259,4,148.82,595.28,Completed,2024-10-26
37214,1313,2025-03-11,57,1,174.95,174.95,Pending,
37215,4107,2024-04-05,330,2,71.70,143.40,Pending,
37216,6800,2023-06-01,45,3,112.62,337.86,Completed,2023-06-06
37217,845,2025-09-10,291,2,144.69,289.38,Completed,2025-09-19
37218,8798,2024-01-21,156,2,158.62,317.24,Pending,
37219,7222,2023-09-19,75,4,93.10,372.40,Cancelled,
37220,6443,2024-02-09,456,3,66.96,200.88,Pending,
37221,187,2023-07-03,273,5,159.97,799.85,Completed,2023-07-17
37222,6111,2025-02-21,203,5,97.42,487.10,Completed,2025-02-22
37223,6825,2024-02-09,163,3,189.93,569.79,Cancelled,
37224,8096,2024-06-19,457,4,165.41,661.64,Cancelled,
37225,2727,2024-07-13,486,5,28.42,142.10,Pending,
37226,9966,2025-11-26,262,2,178.21,356.42,Completed,2025-12-05
37227,3837,2025-05-10,329,3,34.94,104.82,Cancelled,
37228,9596,2024-10-15,301,4,98.66,394.64,Completed,2024-10-26
37229,2478,2025-04-19,483,3,47.78,143.34,Cancelled,
37230,686,2025-05-23,438,3,3.80,11.40,Cancelled,
37231,2736,2023-05-26,218,3,83.62,250.86,Pending,
37232,8593,2023-04-20,417,1,111.12,111.12,Cancelled,
37233,3777,2024-10-11,288,2,112.91,225.82,Cancelled,
37234,9800,2024-02-29,216,1,90.55,90.55,Completed,2024-03-07
37235,6645,2025-12-05,283,5,154.44,772.20,Pending,
37236,2275,2023-08-08,404,1,81.84,81.84,Cancelled,
37237,3487,2025-06-23,99,3,85.81,257.43,Pending,
37238,3563,2023-06-10,51,5,21.74,108.70,Completed,2023-06-16
37239,3966,2025-05-07,497,5,153.98,769.90,Completed,2025-05-09
37240,4810,2024-01-02,28,3,90.47,271.41,Completed,2024-01-05
37241,9580,2024-12-28,222,3,83.81,251.43,Pending,
37242,8169,2024-08-18,58,3,110.16,330.48,Cancelled,
37243,9249,2024-07-31,113,2,27.65,55.30,Cancelled,
37244,2760,2024-04-10,438,5,79.18,395.90,Cancelled,
37245,5901,2023-04-13,367,4,174.66,698.64,Pending,
37246,8427,2025-03-08,317,5,192.79,963.95,Cancelled,
37247,1021,2024-09-03,101,4,177.87,711.48,Completed,2024-09-14
37248,1059,2025-03-06,379,4,4.15,16.60,Completed,2025-03-14
37249,3760,2025-02-13,124,3,113.31,339.93,Pending,
37250,2117,2025-08-27,250,4,27.82,111.28,Completed,2025-08-31
37251,894,2025-03-24,58,5,121.37,606.85,Pending,
37252,5618,2023-06-09,296,2,82.54,165.08,Pending,
37253,8085,2024-08-31,377,3,99.23,297.69,Pending,
37254,3385,2025-11-16,412,1,171.05,171.05,Pending,
37255,2635,2023-06-28,161,2,118.79,237.58,Completed,2023-07-07
37256,540,2025-01-29,130,3,122.71,368.13,Completed,2025-02-04
37257,2741,2024-06-19,229,2,77.11,154.22,Cancelled,
37258,8123,2023-12-30,427,2,135.10,270.20,Cancelled,
37259,4241,2023-08-02,440,5,55.36,276.80,Completed,2023-08-02
37260,2143,2023-03-11,148,5,198.11,990.55,Completed,2023-03-25
37261,2117,2025-02-03,83,4,47.30,189.20,Cancelled,
37262,1918,2025-05-28,269,3,112.04,336.12,Cancelled,
37263,6603,2023-03-14,285,3,162.83,488.49,Pending,
37264,4145,2025-08-22,209,3,98.18,294.54,Pending,
37265,4422,2023-10-26,267,1,199.97,199.97,Completed,2023-10-31
37266,1120,2023-09-10,120,1,116.31,116.31,Pending,
37267,8799,2023-04-02,466,3,74.65,223.95,Cancelled,
37268,4089,2023-09-15,351,2,109.72,219.44,Pending,
37269,2879,2023-05-29,251,1,20.84,20.84,Cancelled,
37270,5955,2024-10-17,228,2,112.00,224.00,Cancelled,
37271,4096,2024-06-15,26,1,3.53,3.53,Pending,
37272,9024,2025-05-24,43,3,137.08,411.24,Cancelled,
37273,3649,2024-02-07,487,2,158.16,316.32,Completed,2024-02-10
37274,137,2024-12-30,204,4,33.60,134.40,Cancelled,
37275,8607,2023-09-29,58,3,3.47,10.41,Pending,
37276,2609,2024-12-21,239,2,45.53,91.06,Cancelled,
37277,8476,2024-09-08,70,4,19.64,78.56,Pending,
37278,4569,2023-11-15,34,5,173.25,866.25,Completed,2023-11-20
37279,9511,2025-03-19,344,1,162.50,162.50,Completed,2025-03-25
37280,6870,2024-01-27,333,1,198.77,198.77,Cancelled,
37281,4751,2023-05-06,493,3,15.12,45.36,Completed,2023-05-07
37282,6921,2023-10-18,262,3,177.62,532.86,Cancelled,
37283,5586,2024-08-30,137,3,65.39,196.17,Pending,
37284,4727,2023-01-14,131,3,184.21,552.63,Completed,2023-01-17
37285,4403,2025-03-11,139,3,62.56,187.68,Cancelled,
37286,1209,2023-11-19,22,3,111.45,334.35,Completed,2023-11-22
37287,8219,2025-09-01,375,2,45.45,90.90,Completed,2025-09-10
37288,9560,2024-08-17,342,2,14.39,28.78,Pending,
37289,317,2024-09-01,271,1,1.56,1.56,Completed,2024-09-07
37290,8145,2025-11-03,193,4,173.84,695.36,Completed,2025-11-11
37291,6009,2025-12-08,459,2,119.32,238.64,Completed,2025-12-14
37292,9652,2024-06-12,371,4,12.21,48.84,Completed,2024-06-14
37293,3319,2023-04-10,251,3,133.66,400.98,Pending,
37294,1645,2025-08-28,87,2,46.34,92.68,Pending,
37295,8360,2023-08-27,249,2,89.08,178.16,Completed,2023-09-10
37296,3289,2023-09-05,54,2,195.80,391.60,Cancelled,
37297,2028,2023-02-23,261,5,12.35,61.75,Pending,
37298,4008,2024-09-22,162,1,20.84,20.84,Cancelled,
37299,8269,2025-01-19,45,3,22.07,66.21,Completed,2025-02-01
37300,9100,2023-08-05,123,1,28.31,28.31,Cancelled,
37301,2942,2025-07-23,468,5,47.40,237.00,Cancelled,
37302,5151,2024-11-09,50,4,47.96,191.84,Completed,2024-11-15
37303,7561,2024-09-23,284,5,39.57,197.85,Pending,
37304,3333,2025-10-14,302,3,92.64,277.92,Pending,
37305,3185,2024-03-30,230,5,22.90,114.50,Cancelled,
37306,8780,2025-04-10,490,2,102.73,205.46,Completed,2025-04-19
37307,143,2024-10-16,436,1,22.98,22.98,Pending,
37308,2775,2023-11-29,263,3,134.14,402.42,Completed,2023-12-10
37309,8804,2024-07-27,299,3,84.02,252.06,Completed,2024-07-31
37310,8739,2024-04-15,141,5,83.06,415.30,Cancelled,
37311,7468,2024-03-28,254,4,49.10,196.40,Pending,
37312,1883,2023-01-04,103,1,4.83,4.83,Pending,
37313,3158,2024-01-17,229,4,24.36,97.44,Pending,
37314,4224,2023-08-30,245,1,185.41,185.41,Cancelled,
37315,3511,2025-07-30,270,2,133.83,267.66,Pending,
37316,8460,2023-08-22,387,4,158.29,633.16,Completed,2023-08-28
37317,6614,2024-11-30,203,4,92.73,370.92,Completed,2024-12-10
37318,24,2024-01-07,30,2,72.65,145.30,Cancelled,
37319,1117,2023-07-22,472,2,100.27,200.54,Completed,2023-08-05
37320,6202,2023-08-22,249,5,48.75,243.75,Cancelled,
37321,4468,2023-01-30,255,2,72.44,144.88,Pending,
37322,3029,2025-06-29,116,4,197.72,790.88,Completed,2025-07-11
37323,9202,2024-06-19,252,1,143.01,143.01,Completed,2024-06-28
37324,1579,2024-06-20,135,2,10.25,20.50,Completed,2024-06-23
37325,4749,2024-12-06,438,3,118.07,354.21,Cancelled,
37326,7699,2025-01-05,232,4,182.02,728.08,Completed,2025-01-16
37327,2240,2025-06-22,213,4,143.88,575.52,Completed,2025-07-01
37328,1949,2025-11-20,257,5,63.22,316.10,Pending,
37329,4325,2025-12-01,98,3,148.77,446.31,Cancelled,
37330,4372,2025-03-05,2,3,24.05,72.15,Cancelled,
37331,678,2023-08-26,421,3,51.84,155.52,Pending,
37332,6052,2025-10-12,106,1,38.30,38.30,Cancelled,
37333,7700,2024-06-19,54,5,41.04,205.20,Completed,2024-06-22
37334,751,2025-02-24,252,2,169.61,339.22,Cancelled,
37335,28,2025-10-06,337,3,38.85,116.55,Completed,2025-10-10
37336,4669,2025-02-09,366,5,111.50,557.50,Completed,2025-02-23
37337,526,2025-03-10,213,5,76.40,382.00,Cancelled,
37338,2932,2024-08-11,70,3,7.63,22.89,Pending,
37339,5990,2024-11-24,441,2,77.23,154.46,Completed,2024-12-08
37340,6105,2024-06-15,149,2,7.34,14.68,Completed,2024-06-19
37341,2238,2023-08-17,474,1,49.86,49.86,Completed,2023-08-19
37342,6629,2024-02-15,63,1,124.41,124.41,Cancelled,
37343,5169,2024-08-14,432,5,38.02,190.10,Completed,2024-08-24
37344,711,2023-05-18,28,5,108.41,542.05,Completed,2023-05-31
37345,7146,2025-05-09,149,5,76.25,381.25,Pending,
37346,3377,2024-02-29,142,1,57.98,57.98,Cancelled,
37347,9627,2024-09-16,476,2,17.04,34.08,Completed,2024-09-30
37348,5255,2025-05-20,175,3,129.10,387.30,Pending,
37349,2533,2025-02-15,423,4,19.18,76.72,Cancelled,
37350,4591,2023-04-28,377,3,43.71,131.13,Pending,
37351,1921,2025-04-26,200,2,37.24,74.48,Pending,
37352,3694,2025-04-21,337,4,164.53,658.12,Cancelled,
